Ubicació;Edifici;Tipus de recurs;Descripció del recurs;Observacions;Accés per a minusvàlids;Aire condicionat;Capacitat exàmens;Capacitat;Capacitat docència;Connexió xarxa;Mobiliari;Porta secundària;Roseta xarxa núm.;Telèfon núm.;Televisor;Característiques específiques;;Valor característiques específiques;;Centre gestor;Superfície Centre Gestor;Metres;
C7/113;C;Laboratoris de recerca;Laboratori;2ª Porta C7/113-1;;;;;;;;; ;;;;;;;Dep. Química;56,0;56;
C7/-114;C;Laboratoris de recerca;Laboratori;;;;;;;;;;;;;;;;;Fac. Ciències;68,0;68;
C7/-114A;C;Laboratoris de recerca;Laboratori;;;;;;;;;;;;;;;;;Fac. Ciències;10,0;10;
C7/-114B;C;Laboratoris de recerca;Laboratori;;;;;;;;;;;;;;;;;Fac. Ciències;10,0;10;
C7/-114C;C;Laboratoris de recerca;Laboratori;;;;;;;;;;;;;;;;;Fac. Ciències;10,0;10;
C7/-114-2;C;Laboratoris de recerca;Laboratori;Porta interior C7/-114-1;;;;;;;;; ;;;;;;;Dep. Química;30,0;30;
C7/-114-3;C;Laboratoris de recerca;Laboratori;;;;;;;;;; ;;;;;;;Dep. Química;23,0;23;
C7/117;C;Laboratoris de recerca;Laboratori;;;;;;;;;;;;;;;;;Dep. Química;52,0;52;
C7/-120;C;Laboratoris de recerca;Fermentacions I;;;;;;;;;;;;;;;;;Fac. Ciències;35,0;35;
C7/120;C;Laboratoris de recerca;Laboratori de receca;2a. porta c7/120-1;;;;;;;;; ;;;;;;;Dep. Química;25,0;25;
C7/121;C;Laboratoris de recerca;Laboratori;2ª Porta C7/119;;;;;;;;;;;;;;;;Dep. Química;50,0;50;
C7/-130;C;Laboratoris de recerca;Laboratori;;;;;;;;;; ;;;;;;;ICTA;33,0;33;
C7/204;C;Laboratoris de recerca;Laboratori de Recerca;2a. porta c7/208;;;;;;;;; ;;;;;;;Dep. Química;115,2;128;
;;;;;;;;;;;;;;;;;;;;Fac. Ciències;12,8;;
C7/206;C;Laboratoris de recerca;Laboratori de Recerca GTS;2a. porta C7/204-2;;;;;;;;; ;;;;;;;Dep. Química;15,0;15;
C7/209;C;Laboratoris de recerca;Laboratori de receca;;;;;;;;;;;;;;;;;Dep. Química;8,0;8;
C7/211;C;Laboratoris de recerca;Laboratori de receca;;;;;;;;;;;;;;;;;Dep. Química;8,0;8;
C7/213;C;Laboratoris de recerca;Laboratori de receca;;;;;;;;;;;;;;;;;Dep. Química;10,0;10;
C7/215;C;Laboratoris de recerca;Laboratori de receca;;;;;;;;;;;;;;;;;Dep. Química;9,0;9;
C7/218;C;Laboratoris de recerca;Laboratori de receca;2a porta C7/216;;;;;;;;;;;;;;;;Dep. Química;26,0;26;
C7/219;C;Laboratoris de recerca;Laboratori;;;;;;;;;;;;;;;;;Dep. Química;56,0;56;
C7/220;C;Laboratoris de recerca;Laboratori de receca;;;;;;;;;;;;;;;;;Dep. Química;19,0;19;
C7/222;C;Laboratoris de recerca;Laboratori de receca;;;;;;;;;;;;;;;;;Dep. Química;27,0;27;
C7/223;C;Laboratoris de recerca;Laboratori;;;;;;;;;;;;;;;;;Dep. Química;52,0;52;
C7/227;C;Laboratoris de recerca;Laboratori;2ª Porta C7/225;;;;;;;;;;;;;;;;Dep. Química;50,0;50;
C7/255;C;Laboratoris de recerca;Laboratori;2a. porta C7/253;;;;;;;;;;;;;;;;Dep. Química;50,0;50;
C7/257;C;Laboratoris de recerca;Laboratori de receca;2a. porta c7/259-1;;;;;;;;;;;;;;;;Dep. Química;52,0;52;
C7/261;C;Laboratoris de recerca;Laboratori;2ª Porta c7/261-1;;;;;;;;;;;;;;;;Dep. Química;44,8;56;
;;;;;;;;;;;;;;;;;;;;Fac. Ciències;11,2;;
C7/306;C;Laboratoris de recerca;Laboratori de receca;2a porta C7/304-2;;;;;;;;;;;;;;;;Dep. Química;15,0;15;
C7/307;C;Laboratoris de recerca;Sala d`aparells-balances;;;;;;;;;;;;;;;;;Dep. Química;15,0;15;
C7/311;C;Laboratoris de recerca;Sala d'aparells de recerca;;;;;;;;;; ;;;;;;;Dep. Química;9,0;9;
C7/315;C;Laboratoris de recerca;Laboratori;;;;;;;;;;;;;;;;;Dep. Química;56,0;56;
C7/318;C;Laboratoris de recerca;Laboratori de receca;2a porta C7/320;;;;;;;;;;;;;;;;Dep. Química;53,0;53;
C7/319;C;Laboratoris de recerca;Laboratori;;;;;;;;;;;;;;;;;Dep. Química;53,0;53;
C7/323;C;Laboratoris de recerca;Laboratori;2ª Porta c7/321;;;;;;;;;;;;;;;;Dep. Química;50,0;50;
C7/324;C;Laboratoris de recerca;Laboratori d`investigació;2ª Porta C7/326-1;;;;;;;;; ;;;;;;;Dep. Química;29,0;29;
C7/328;C;Laboratoris de recerca;Destil·ladors;2ª porta C7/330;;;;;;;;; ;;;;;;;Dep. Química;17,0;17;
C7/351;C;Laboratoris de recerca;Laboratori;2ª Porta c7/349;;;;;;;;;;;;;;;;Dep. Química;68,0;68;
C7/353;C;Laboratoris de recerca;Laboratori;Porta Interior c7/353-1;;;;;;;;;;;;;;;;Dep. Química;53,0;53;
C7/357;C;Laboratoris de recerca;Laboratori;Porta interior c7/357-1;;;;;;;;;;;;;;;;Dep. Química;56,0;56;
C7/407;C;Laboratoris de recerca;Laboratori ;2ª Porta c7/403;;;;;;;;;;;;;;;;Dep. Química;19,0;19;
C7/408;C;Laboratoris de recerca;Magatzem de Docència;;;;;;;;;; ;;;;;;;Dep. Química;11,0;11;
C7/411;C;Laboratoris de recerca;Laboratori de receca;2ª Porta c7/463;;;;;;;;;;;;;;;;Fac. Ciències;10,0;20;
;;;;;;;;;;;;;;;;;;;;Dep. Química;10,0;;
C7/415;C;Laboratoris de recerca;Laboratori;Porta interior c7/415-1;;;;;;;;;;;;;;;;Dep. Química;56,0;56;
C7/419;C;Laboratoris de recerca;Laboratori;;;;;;;;;;;;;;;;;Dep. Química;53,0;53;
C7/423;C;Laboratoris de recerca;Laboratori;2ª Porta c7/421;;;;;;;;;;;;;;;;Dep. Química;50,0;50;
C7/426;C;Laboratoris de recerca;Laboratori d`investigació;2ª porta C7/428;;;;;;;;; ;;;;;;;Dep. Química;46,0;46;
C7/440;C;Laboratoris de recerca;Sala fotoquimica;2ª porta C7/442;;;;;;;;;;;;;;;;Dep. Química;17,0;17;
C7/451;C;Laboratoris de recerca;Laboratori;2ª Porta c7/449;;;;;;;;;;;;;;;;Dep. Química;68,0;68;
C7/453;C;Laboratoris de recerca;Laboratori;;;;;;;;;;;;;;;;;Dep. Química;53,0;53;
C7/457;C;Laboratoris de recerca;Laboratori de receca;;;;;;;;;;;;;;;;;Dep. Química;56,0;56;
C7/507;C;Laboratoris de recerca;Lab. especial alt risc;;;;;;;;;;;;;;;;;Dep. Química;26,0;26;
C7/511;C;Laboratoris de recerca;Lab. especial alt risc;;;;;;;;;;;;;;;;;Dep. Química;26,0;26;
C1/025;C;Sala d'equips informàtics;Sala ordinadors Cons.Estudiant;;;;;;;;;;;;No;;;;;Fac. Ciències;42,0;42;
C1/134;C;Sala d'equips informàtics;Sala ordinadors;;;;;;;;;;;;No;;;;;Dep. Matemàti.;39,0;39;
C1/134-1;C;Sala d'equips informàtics;Sala ordinadors;;;;;;;;;;;;No;;;;;Dep. Matemàti.;11,0;11;
C1/134-2;C;Sala d'equips informàtics;Sala ordinadors;;;;;;;;;;;;No;;;;;Dep. Matemàti.;11,0;11;
C1/134-3;C;Sala d'equips informàtics;Sala ordinadors;;;;;;;;;;;;No;;;;;Dep. Matemàti.;11,0;11;
C1/-170;C;Sala d'equips informàtics;Cambra Serveis Informàtics;;;;;;;;;;;;No;;;;;Fac. Ciències;4,0;4;
C2/072.1;C;Sala d'equips informàtics;Sala Ordinadors Geotectònica;;;;;;;;;;;;No;;;;;Dep. Geologia;26,0;26;
C2/-189;C;Sala d'equips informàtics;Sala d`ordinadors;;;;;;;;;;;;No;;;;;Adm. Ciències i Biociències;33,0;33;
C3B/106.1;C;Sala d'equips informàtics;rack;;;;;;;;;;;;No;;;;;Dep. Matemàti.;9,0;9;
C3/130;C;Sala d'equips informàtics;Sala d`ordinadors;;;;;;;;;;;;No;;;;;Dep. Física;27,0;27;
C3/230-1;C;Sala d'equips informàtics;Sala d`ordinadors;;;;;;;;;;;;No;;;;;Dep. Física;25,0;25;
C5B/-150;C;Sala d'equips informàtics;Sala ordinadors;;;;;;;;;; ;;No;;;;;Dep.Biol.A.V.Ec.;48,0;48;
C5/1082;C;Sala d'equips informàtics;Sala Ordinadors;;;;;;;;;; ;;No;;;;;Dep.Biol.A.V.Ec.;10,0;10;
C5/462;C;Sala d'equips informàtics;Sala d`ordinadors;;;;;;;;;;;;No;;;;;ICTA;30,0;30;
C7B/014;C;Sala d'equips informàtics;Sala terminals 2;;;;;;;;;;;;No;;;;;Dep. Física;18,0;18;
C7B/-126;C;Sala d'equips informàtics;Sala ordinadors;;;;;;;;;;;;No;;;;;Adm. Ciències i Biociències;17,0;17;
C7/107;C;Sala d'equips informàtics;Terminals;Porta interior C7/107-1;;;;;;;;;;;No;;;;;Dep. Química;22,0;22;
C7/107-2;C;Sala d'equips informàtics;Busties Correu i Sala d`ordinadors;;;;;;;;;;;;No;;;;;Dep. Química;15,0;15;
C7/205;C;Sala d'equips informàtics;Sala ordinadors;;;;;;;;;;;;No;;;;;Dep. Química;9,0;9;
C7/207;C;Sala d'equips informàtics;Sala ordinadors;;;;;;;;;;;;No;;;;;Dep. Química;10,0;10;
C7/305;C;Sala d'equips informàtics;Sala d`aparells de recerca;;;;;;;;;;;;No;;;;;Dep. Química;11,0;11;
C7/432;C;Sala d'equips informàtics;Sala d'Instrumentació i pràctiques;2ª porta  c7/436;;;;;;;;; ;;No;;;;;Dep. Química;28,0;28;
C7/455;C;Sala d'equips informàtics;Sala ordinadors;;;;;;;;;;;;No;;;;;Dep. Química;16,0;16;
C3/-106;C;Taller o planta de producció;Taller fotografic;;;;;;;;;;;;;;;;;Dep. Física;9,0;9;
C3/414;C;Taller o planta de producció;Taller Mecànic;;;;;;;;;; ;;;;;;;Dep. Física;38,0;38;
C3/416;C;Taller o planta de producció;Taller Electrònica;;;;;;;;;; ;;;;;;;Dep. Física;20,0;20;
C0/004;C;Biblioteca;Accés a la Biblioteca;;;;;;;;;;;;;;;;;Fac. Ciències;29,0;29;
C0/006;C;Biblioteca;Sala 1er i 2on. Cecle;;;;;;;;;;;;;;;;;Fac. Ciències;1182,0;1182;
C0/008;C;Biblioteca;Sala primer i segon cicles;;;;;;;;;;;;;;;;;Fac. Ciències;35,0;35;
C0/010;C;Biblioteca;Sala recerca;;;;;;;;;;;;;;;;;Fac. Ciències;983,0;983;
C0/016;C;Biblioteca;Bibl.Ciències-sala tècnica;;;;;;;;;;;;;;;;;Fac. Ciències;124,0;124;
C0/028;C;Biblioteca;Sala Reunions;;;;;;;;;;;;;;;;;Fac. Ciències;43,0;43;
C0/036;C;Biblioteca;Fotocòpies;;;;;;;;;;;;;;;;;Fac. Ciències;15,0;15;
C0/038;C;Biblioteca;Consergeria;;;;;;;;;;;;;;;;;Fac. Ciències;18,0;18;
C0/042;C;Biblioteca;Accés consergeria;;;;;;;;;;;;;;;;;Fac. Ciències;10,0;10;
C0/-106A;C;Biblioteca;Sala Treball Grup 12;;;;;;;;;; ;;;;;;;Fac. Ciències;20,0;20;
C0/-108;C;Biblioteca;Sala Treball Grup 11;;;;;;;;;; ;;;;;;;Fac. Ciències;15,0;15;
C0/-112;C;Biblioteca;Sala de treball en grup 1;;;;;;;;;;;;;;;;;Fac. Ciències;150,0;150;
C0/-114;C;Biblioteca;Sala de treball en grup 2;;;;;;;;;;;;;;;;;Fac. Ciències;47,0;47;
C0/-116;C;Biblioteca;Sala de treball en grup 3;;;;;;;;;;;;;;;;;Fac. Ciències;46,0;46;
C0/-118;C;Biblioteca;Sala de treball en grup 4;;;;;;;;;; ;;;;;;;Adm. Ciències i Biociències;40,0;40;
C0/-120;C;Biblioteca;Sala de treball en grup 5;;;;;;;;;; ;;;;;;;Adm. Ciències i Biociències;40,0;40;
C0/-122;C;Biblioteca;Sala de treball en grup 6;;;;;;;;;; ;;;;;;;Adm. Ciències i Biociències;40,0;40;
C0/-126;C;Biblioteca;Sala de treball en grup 7;;;;;;;;;; ;;;;;;;Adm. Ciències i Biociències;40,0;40;
C0/-128;C;Biblioteca;Sala de treball en grup 8;;;;;;;;;; ;;;;;;;Adm. Ciències i Biociències;40,0;40;
C0/-130;C;Biblioteca;Sala de treball en grup 10;;;;;;;;;; ;;;;;;;Adm. Ciències i Biociències;40,0;40;
C0/-132;C;Biblioteca;Sala de treball en grup 9;;;;;;;;;; ;;;;;;;Adm. Ciències i Biociències;40,0;40;
C2/120;C;Biblioteca;Biblioteca;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;21,0;21;
C0/026;C;Sala d'estudis;Sala de professors;;;;;;;;;;;;;;;;;Fac. Ciències;13,0;13;
C0/014;C;Arxiu;Arxiu;;;;;;;;;;;;;;;;;Fac. Ciències;19,0;19;
C0/019;C;Arxiu;Arxiu Gestió Acadèmica Cièncie;;;;;;;;;;;;;;;;;Fac. Ciències;26,0;26;
C0/022;C;Arxiu;Sala d`arxiu;;;;;;;;;;;;;;;;;Fac. Ciències;9,0;9;
C1/236-1;C;Arxiu;Arxiu;;;;;;;;;;;;;;;;;Dep. Matemàti.;5,0;5;
C1/236.1;C;Arxiu;Arxiu;;;;;;;;;;;;;;;;;Dep. Matemàti.;4,0;4;
C2/127;C;Arxiu;Arxiu;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;17,0;17;
C3/025.2;C;Arxiu;Arxiu Dep. Genètica i Microbiologia;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;12,0;12;
C3/132;C;Arxiu;Arxiu;;;;;;;;;;;;;;;;;Dep. Física;18,0;18;
C5/1070C;C;Arxiu;Biblioteca;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;7,0;7;
C5/1098;C;Arxiu;Arxiu;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;7,0;7;
C7/037;C;Arxiu;Arxiu;;;;;;;;;;;;;;;;;Dep. Química;18,0;18;
C7/052BIS;C;Arxiu;Arxiu i Magatzem;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;10,0;10;
C7/105;C;Arxiu;Arxiu Menjador;;;;;;;;;;;;;;;;;Dep. Química;9,0;9;
C1/001-1;C;Ascensors;Ascensor pta.-3 a pta.3;;;;;;;;;;;;;;;;;Fac. Ciències;6,0;6;
C1/002-1;C;Ascensors;Ascensor de pta.-3 a pta.3;;;;;;;;;;;;;;;;;Fac. Ciències;6,0;6;
C2/064-1;C;Ascensors;Ascensor pta.-1 a pta.4;;;;;;;;;;;;;;;;;Fac. Ciències;6,0;6;
C2/077-1;C;Ascensors;Ascensors de pta.-1 a pta.4;;;;;;;;;;;;;;;;;Fac. Ciències;6,0;6;
C3B/001-1;C;Ascensors;Ascensor de pta.0 a pta.1;;;;;;;;;;;;;;;;;Fac. Ciències;6,0;6;
C3/005-1;C;Ascensors;Ascensor pta.0 a pta.4;;;;;;;;;;;;;;;;;Fac. Ciències;6,0;6;
C3/006-1;C;Ascensors;Ascensor de pta.0 a pta.4;;;;;;;;;;;;;;;;;Fac. Ciències;6,0;6;
C5B/036;C;Ascensors;Muntacàrregues CREAF/Ecologia;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;1,0;1;
C5B/040-1;C;Ascensors;Montacarregues de pta.-1 a pt0;;;;;;;;;;;;;;;;;Fac. Ciències;6,0;6;
C5B/072-1;C;Ascensors;Ascensor de pta. -1 a pta. 0;;;;;;;;;;;;;;;;;Fac. Ciències;6,0;6;
C5B/-140;C;Ascensors;Muntacàrregues;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;1,0;1;
C5/005-1;C;Ascensors;Ascensor de pta.0 a pta.4;;;;;;;;;;;;;;;;;Fac. Ciències;6,0;6;
C5/006-1;C;Ascensors;Ascensor de pta.0 a pta.4;;;;;;;;;;;;;;;;;Fac. Ciències;6,0;6;
C5/330;C;Ascensors;Muntacàrregues;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;5,0;5;
C7B/002-1;C;Ascensors;Ascensor de pta.-1 a pta.0;;;;;;;;;;;;;;;;;Fac. Ciències;6,0;6;
C7/004-1;C;Ascensors;Ascensor de pta.0 a pta.4;;;;;;;;;;;;;;;;;Fac. Ciències;6,0;6;
C7/010-1;C;Ascensors;Muntacarregues pta.-1 a pta.0;;;;;;;;;;;;;;;;;Fac. Ciències;6,0;6;
C7/047-1;C;Ascensors;Ascensor de pta.0 a pta. 5;;;;;;;;;;;;;;;;;Fac. Ciències;6,0;6;
C0/005;C;Espais administratius i serveis;Neteja;;;;;;;;;;;;;;;;;Fac. Ciències;1,0;1;
C0/009;C;Espais administratius i serveis;Sala Fotocopiadora i Fax;;;;;;;;;;;;;;;;;Fac. Ciències;17,0;17;
C0/015;C;Espais administratius i serveis;Secretaria de la Facultat;;;;;;;;;;;;;;;;;Fac. Ciències;105,0;105;
C0/017;C;Espais administratius i serveis;Despatx Cap Gestió Acadèmica Ciències;;;;;;;;;; ;;;;;;;Fac. Ciències;23,0;23;
C0/021;C;Espais administratius i serveis;Despatx Secretaria Degà Ciènci;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;22,0;22;
C0/023;C;Espais administratius i serveis;Despatx Degà Ciències;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;22,0;22;
C0/025;C;Espais administratius i serveis;Despatx Secretaria Administrac;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;22,0;22;
C0/027;C;Espais administratius i serveis;Despatx Administradora;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;29,0;29;
C0/029;C;Espais administratius i serveis;Despaxt Secretaria Degà Biociè;;;;;;;;;;;;;;;;;Fac. Ciències;22,0;22;
C0/031;C;Espais administratius i serveis;Despatx Degà Biociències;;;;;;;;;;;;;;;;;Fac. Ciències;36,0;36;
C0/033;C;Espais administratius i serveis;Despatx Cap Gestió Acadèmica B;;;;;;;;;;;;;;;;;Fac. Ciències;27,0;27;
C0/034;C;Espais administratius i serveis;Despatx cap de Biblioteca;;;;;;;;;;;;;;;;;Fac. Ciències;23,0;23;
C0/035;C;Espais administratius i serveis;Gestió Acadèmica Biociències;;;;;;;;;;;;;;;;;Fac. Ciències;100,0;100;
C0/035.1;C;Espais administratius i serveis;Despatx Gestor Acadèmic Ciències;;;;;;;;;; ;;;;;;;Fac. Ciències;2,0;2;
C0/035.3;C;Espais administratius i serveis;Arxiu Gestió Acadèmica Biocièn;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;16,0;16;
C0/037;C;Espais administratius i serveis;Sala de Reunions;;;;;;;;;; ;;;;;;;Facultat de Biociències;11,0;22;
;;;;;;;;;;;;;;;;;;;;Fac. Ciències;11,0;;
C0/-124;C;Espais administratius i serveis;Armari de servei;;;;;;;;;; ;;;;;;;Adm. Ciències i Biociències;10,0;10;
C0/-134;C;Espais administratius i serveis;Porta d'emergència;;;;;;;;;; ;;;;;;;Adm. Ciències i Biociències;3,0;3;
C0/-2CE;C;Espais administratius i serveis;Consell d`Estudiants;;;;;;;;;;;;;;;;;Fac. Ciències;47,0;47;
C1/058;C;Espais administratius i serveis;Despatx;;;;;;;;;;;;;;;;;Dep. Matemàti.;21,0;21;
C1/060;C;Espais administratius i serveis;Secretaria;;;;;;;;;;;;;;;;;Dep. Matemàti.;13,0;13;
C1/062;C;Espais administratius i serveis;Secretaria Interna;;;;;;;;;;;;;;;;;Dep. Matemàti.;19,0;19;
C1/-140;C;Espais administratius i serveis;Secretaria;;;;;;;;;;;;;;;;;Fac. Ciències;14,0;14;
C1/-182;C;Espais administratius i serveis;Consergeria Centre;;;;;;;;;;;;;;;;;Fac. Ciències;49,0;49;
C1/-184;C;Espais administratius i serveis;Despatx cap de Consergeria;;;;;;;;;;;;;;;;;Fac. Ciències;8,0;8;
C1/-186;C;Espais administratius i serveis;Consigna;;;;;;;;;;;;;;;;;Fac. Ciències;58,0;58;
C1/226;C;Espais administratius i serveis;Despatx Publicacions;;;;;;;;;;;;;;;;;Dep. Matemàti.;24,0;24;
C1/228-1;C;Espais administratius i serveis;Despatx Gestor Departamental;;;;;;;;;; ;;;;;;;Dep. Matemàti.;20,0;20;
C1/230;C;Espais administratius i serveis;Secretaria de departament;;;;;;;;;;;;;;;;;Dep. Matemàti.;48,0;48;
C2/013;C;Espais administratius i serveis;Secretaría;;;;;;;;;; ;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;12,0;12;
C2/066;C;Espais administratius i serveis;Consergeria Sud;;;;;;;;;;;;;;;;;Fac. Ciències;43,0;43;
C2/-110;C;Espais administratius i serveis;Secretaria Dep. Biologia Cel·lular;;;;;;;;;; ;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;18,0;18;
C2/115;C;Espais administratius i serveis;Despatx;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;10,0;10;
C2/131;C;Espais administratius i serveis;Secretaria;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;19,0;19;
C2/-135;C;Espais administratius i serveis;Servei Ressonància Magnètica N;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;229,0;229;
C2/-155;C;Espais administratius i serveis;Sala neteja;;;;;;;;;;;;;;;;;Fac. Ciències;13,0;13;
C2/-159;C;Espais administratius i serveis;Direcció;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;29,0;29;
C2/-191;C;Espais administratius i serveis;Secretaria;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;33,0;33;
C2/319;C;Espais administratius i serveis;Secretaria de departament;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;27,0;27;
C2/416;C;Espais administratius i serveis;Secretaria;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;14,0;14;
C2/425;C;Espais administratius i serveis;Laboratori Anàlisi Bioquímic;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;28,0;28;
C3B/106;C;Espais administratius i serveis;Quart de fotocopias;;;;;;;;;; ;;;;;;;Dep. Matemàti.;10,0;10;
C3/025.1;C;Espais administratius i serveis;Secretaria Dep.Genètica i Microbiologia;;;;;;;;;; ;;;;;;;Dep. Gen.Microb.;43,0;43;
C3/025.3;C;Espais administratius i serveis;Despatx Gestora Departamental;;;;;;;;;; ;;;;;;;Dep. Gen.Microb.;16,0;16;
C3/029;C;Espais administratius i serveis;Despatx Gestió Econòmica Ciències;;;;;;;;;; ;;;;;;;Fac. Ciències;41,0;41;
C3/035;C;Espais administratius i serveis;Taller de manteniment Descentralitzat;;;;;;;;;; ;;;;;;;Adm. Ciències i Biociències;200,0;200;
C5B/008;C;Espais administratius i serveis;Administració CREAF;2a porta C5b/006;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;25,0;25;
C5B/062;C;Espais administratius i serveis;Despatx de direcció;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;10,5;21;
;;;;;;;;;;;;;;;;;;;;Fac. Ciències;10,5;;
C5B/-116;C;Espais administratius i serveis;Despatx;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;15,0;15;
C5/042;C;Espais administratius i serveis;Despatx;;;;;;;;;;;;;;;;;Fac. Ciències;17,0;17;
C5/071;C;Espais administratius i serveis;Despatx Aula d`informàtica;Portes Interiors c5/075 c5/069;;;;;;;;; ;;;;;;;Fac. Ciències;15,5;31;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;15,5;;
C5/-116;C;Espais administratius i serveis;Despatx;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;14,0;14;
C5/167;C;Espais administratius i serveis;Sala Polivalent;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;12,0;12;
C5/169;C;Espais administratius i serveis;Secretaria;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;14,0;14;
C5/268;C;Espais administratius i serveis;Despatx;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;28,0;28;
C5/429;C;Espais administratius i serveis;Secretaria CTETMA;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;19,0;19;
;;;;;;;;;;;;;;;;;;;;;;;
C7B/-158;C;Espais administratius i serveis;Secretaria de departament;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;15,0;15;
C7/028;C;Espais administratius i serveis;Secretaria;;;;;;;;;;;;;;;;;Fac. Ciències;28,0;28;
C7/031;C;Espais administratius i serveis;Consergeria Nord;;;;;;;;;;;;;;;;;Fac. Ciències;11,0;11;
C7/033;C;Espais administratius i serveis;Consergeria;;;;;;;;;;;;;;;;;Fac. Ciències;24,0;24;
C7/035;C;Espais administratius i serveis;Secretaria;2a porta C7/043;;;;;;;;; ;;;;;;;Dep. Química;94,0;94;
C7/039;C;Espais administratius i serveis;Despaxt de direcció;;;;;;;;;;;;;;;;;Dep. Química;27,0;27;
C7/041;C;Espais administratius i serveis;Cap de Secretaria;;;;;;;;;;;;;;;;;Dep. Química;18,0;18;
C7/309;C;Espais administratius i serveis;Busties de correu;;;;;;;;;; ;;;;;;;Dep. Química;10,0;10;
C/000;C;Cablatge intern/extern;Ubicació cablatge/elem.actius;;;;;;;;;;;;;;;;;Fac. Ciències;1,0;1;
C2/-108;C;Cablatge intern/extern;Rack;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;5,0;5;
C2/-140.1;C;Cablatge intern/extern;Interior quadre llums;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;2,0;2;
C2/206-1;C;Cablatge intern/extern;Pati tècnic;;;;;;;;;;;;;;;;;Dep. Geologia;4,0;4;
C2/213;C;Cablatge intern/extern;Pati tècnic;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;4,0;4;
C2/230-1;C;Cablatge intern/extern;Pati tècnic;;;;;;;;;;;;;;;;;Dep. Geologia;4,0;4;
C2/243-1;C;Cablatge intern/extern;Pati tècnic;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;3,0;3;
C2/306-1;C;Cablatge intern/extern;Pati tècnic;;;;;;;;;;;;;;;;;Dep. Geologia;4,0;4;
C2/315;C;Cablatge intern/extern;Pati tècnic;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;4,0;4;
C2/334-1;C;Cablatge intern/extern;Pati tècnic;;;;;;;;;;;;;;;;;Dep. Geologia;4,0;4;
C2/355;C;Cablatge intern/extern;Pati tècnic;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;3,0;3;
C2/406.1;C;Cablatge intern/extern;Pati tècnic;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;4,0;4;
C2/415-1;C;Cablatge intern/extern;Cablejat;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;4,0;4;
C2/436-1;C;Cablatge intern/extern;Pati tècnic;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;4,0;4;
C2/439-1;C;Cablatge intern/extern;Cablejat;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;4,0;4;
C5/060;C;Cablatge intern/extern;Rack;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;11,0;11;
C5/103;C;Cablatge intern/extern;Quadre de llums;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;4,0;4;
C5/203;C;Cablatge intern/extern;Quadres elèctrics;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;4,0;4;
C5/303;C;Cablatge intern/extern;Quadres elèctrics;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;4,0;4;
