Ubicació;Edifici;Tipus de recurs;Descripció del recurs;Observacions;Accés per a minusvàlids;Aire condicionat;Capacitat exàmens;Capacitat;Capacitat docència;Connexió xarxa;Mobiliari;Porta secundària;Roseta xarxa núm.;Telèfon núm.;Televisor;Característiques específiques;;Valor característiques específiques;;Centre gestor;Superfície Centre Gestor;Metres;
C2/065-1;C;Laboratoris de recerca;Laboratori de recerca;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;17,0;17;
C2/065-2;C;Laboratoris de recerca;Laboratori de receca;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;9,0;9;
C2/069;C;Laboratoris de recerca;Laboratori de Recerca;;;;;;;;;; ;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;73,0;73;
C2/070;C;Laboratoris de recerca;Laboratori Petrologia;;;;;;;;;;;;;;;;;Dep. Geologia;20,0;20;
C2/072;C;Laboratoris de recerca;Lab. Mat. Arqueològics;;;;;;;;;;;;;;;;;Dep. Geologia;19,0;19;
C2/074;C;Laboratoris de recerca;Laboratori de Petrologia;;;;;;;;;;;;;;;;;Dep. Geologia;53,0;53;
C2/074.1;C;Laboratoris de recerca;Creixament Cristal·li;;;;;;;;;; ;;;;;;;Dep. Geologia;28,0;28;
C2/076;C;Laboratoris de recerca;Laboratori de recerca;;;;;;;;;;;;;;;;;Dep. Geologia;47,0;47;
C2/078;C;Laboratoris de recerca;Laboratori de recerca Geotec.;;;;;;;;;;;;;;;;;Dep. Geologia;52,0;52;
C2/080.1;C;Laboratoris de recerca;Laboratori SDRX;;;;;;;;;; ;;;;;;;Dep. Geologia;17,0;17;
C2/082;C;Laboratoris de recerca;Màquina Geotectònica;;;;;;;;;;;;;;;;;Dep. Geologia;15,0;15;
C2/082.1;C;Laboratoris de recerca;Laboratori de Geotectònica;;;;;;;;;; ;;;;;;;Dep. Geologia;34,0;34;
C2/086;C;Laboratoris de recerca;Laboratori de recerca;;;;;;;;;;;;;;;;;Dep. Geologia;20,0;20;
C2/088;C;Laboratoris de recerca;Laboratori SDRX;;;;;;;;;; ;;;;;;;Fac. Ciències;79,0;79;
C2/116;C;Laboratoris de recerca;Gata;;;;;;;;;;;;;;;;;Dep. Geologia;121,0;121;
C2/121;C;Laboratoris de recerca;Laboratori d`investigació;2es portes c2/123 i c2/143;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;67,0;67;
C2/-122;C;Laboratoris de recerca;Accès lab. Cultiu;;;;;;;;;; ;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;11,0;11;
C2/-122.2;C;Laboratoris de recerca;Laboratori de Recerca;;;;;;;;;; ;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;30,0;30;
C2/-122.4;C;Laboratoris de recerca;Laboratori de Recerca;;;;;;;;;; ;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;16,0;16;
C2/-122.6;C;Laboratoris de recerca;Laboratori de Recerca;;;;;;;;;; ;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;30,0;30;
C2/125;C;Laboratoris de recerca;Sala de Microscopis;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;19,0;19;
C2/-126;C;Laboratoris de recerca;Sala de microscopis;;;;;;;;;; ;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;27,0;27;
C2/129;C;Laboratoris de recerca;Laboratori de Recerca;;;;;;;;;; ;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;19,0;19;
C2/-130;C;Laboratoris de recerca;Sala de neveres;;;;;;;;;; ;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;22,0;22;
C2/-132;C;Laboratoris de recerca;Laboratori;;;;;;;;;; ;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;31,0;31;
C2/-136;C;Laboratoris de recerca;Laboratori;;;;;;;;;; ;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;58,0;58;
C2/-138;C;Laboratoris de recerca;Laboratori;;;;;;;;;; ;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;31,0;31;
C2/139;C;Laboratoris de recerca;Laboratori de receca;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;15,0;15;
C2/-141;C;Laboratoris de recerca;Preparació làmines primes;;;;;;;;;;;;;;;;;Dep. Geologia;35,0;35;
C2/141;C;Laboratoris de recerca;Laboratori;;;;;;;;;; ;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;10,0;10;
C2/-143.1;C;Laboratoris de recerca;Preparació S.Desbaste;;;;;;;;;; ;;;;;;;Dep. Geologia;5,0;5;
C2/-145;C;Laboratoris de recerca;Preparació S.Estufes;;;;;;;;;;;;;;;;;Dep. Geologia;5,0;5;
C2/-145.1;C;Laboratoris de recerca;Preparació S.Pulit;;;;;;;;;; ;;;;;;;Dep. Geologia;7,0;7;
C2/147;C;Laboratoris de recerca;Laboratori de receca;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;26,0;26;
C2/149;C;Laboratoris de recerca;Sala Dissecció;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;7,0;7;
C2/-167;C;Laboratoris de recerca;Laboratori TEM;;;;;;;;;; ;;;;;;;Facultat de Biociències;11,5;23;
;;;;;;;;;;;;;;;;;;;;Fac. Ciències;11,5;;
C2/-169;C;Laboratoris de recerca;Laboratori SEM;;;;;;;;;; ;;;;;;;Fac. Ciències;15,5;31;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;15,5;;
C2/-171;C;Laboratoris de recerca;Laboratori EUAP;;;;;;;;;; ;;;;;;;Fac. Ciències;12,5;25;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;12,5;;
C2/-173;C;Laboratoris de recerca;Laboratori Ultramicrotomia;;;;;;;;;; ;;;;;;;Fac. Ciències;12,5;25;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;12,5;;
C2/-173.1;C;Laboratoris de recerca;Laboratori;;;;;;;;;; ;;;;;;;Facultat de Biociències;2,5;5;
;;;;;;;;;;;;;;;;;;;;Fac. Ciències;2,5;;
C2/-175;C;Laboratoris de recerca;Microscòpia rastreig 1;;;;;;;;;; ;;;;;;;Fac. Ciències;14,0;28;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;14,0;;
C2/-177;C;Laboratoris de recerca;Microscòpia rastreig 2;;;;;;;;;; ;;;;;;;Fac. Ciències;12,5;25;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;12,5;;
C2/-179;C;Laboratoris de recerca;Microscòpia transmissió 2;;;;;;;;;; ;;;;;;;Fac. Ciències;14,0;28;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;14,0;;
C2/-181;C;Laboratoris de recerca;Microscòpia transmissió 1;;;;;;;;;; ;;;;;;;Facultat de Biociències;14,0;28;
;;;;;;;;;;;;;;;;;;;;Fac. Ciències;14,0;;
C2/182;C;Laboratoris de recerca;Laboratori microscopia;;;;;;;;;; ;;;;;;;Dep. Geologia;20,0;20;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
C2/-183;C;Laboratoris de recerca;Cambra fosca 1;;;;;;;;;; ;;;;;;;Fac. Ciències;5,5;11;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;5,5;;
C2/211;C;Laboratoris de recerca;Laboratori;;;;;;;;;; ;;;;;;;Dep.Bioq.Biol.M.;23,0;23;
C2/218;C;Laboratoris de recerca;Laboratori de receca;;;;;;;;;;;;;;;;;Dep. Geologia;27,0;27;
C2/220;C;Laboratoris de recerca;Laboratori de recerca;;;;;;;;;;;;;;;;;Dep. Geologia;41,0;41;
C2/221;C;Laboratoris de recerca;Laboratori de recerca 4;;;;;;;;;; ;;;;;;;Dep.Bioq.Biol.M.;72,0;72;
C2/225;C;Laboratoris de recerca;Laboratori de recerca 3;2ª Porta C2/223 Inhabilitada;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;74,0;74;
C2/228;C;Laboratoris de recerca;Laboratori;;;;;;;;;;;;;;;;;Dep. Geologia;115,0;115;
C2/237;C;Laboratoris de recerca;Sala d'aparells 1;;;;;;;;;; ;;;;;;;Dep.Bioq.Biol.M.;15,0;15;
C2/239;C;Laboratoris de recerca;Laboratori de Recerca 2;;;;;;;;;; ;;;;;;;Dep.Bioq.Biol.M.;64,0;64;
C2/241;C;Laboratoris de recerca;Laboratori de recerca 1;;;;;;;;;; ;;;;;;;Dep.Bioq.Biol.M.;67,0;67;
C2/243;C;Laboratoris de recerca;Laboratori de Radiació;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;8,0;8;
C2/311;C;Laboratoris de recerca;Cambra freda;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;17,0;17;
C2/313;C;Laboratoris de recerca;Laboratori;;;;;;;;;; ;;;;;;;Dep.Bioq.Biol.M.;17,0;17;
C2/318;C;Laboratoris de recerca;Laboratori Paleo;;;;;;;;;;;;;;;;;Dep. Geologia;26,0;26;
C2/329;C;Laboratoris de recerca;Accés C.Cultius;;;;;;;;;; ;;;;;;;Dep.Bioq.Biol.M.;4,0;4;
C2/331;C;Laboratoris de recerca;Cambra de Cultius;;;;;;;;;; ;;;;;;;Dep.Bioq.Biol.M.;26,0;26;
C2/332;C;Laboratoris de recerca;Laboratori de receca;;;;;;;;;;;;;;;;;Dep. Geologia;40,0;40;
C2/333;C;Laboratoris de recerca;Laboratori de Radiació;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;12,0;12;
C2/335;C;Laboratoris de recerca;Laboratori 7;;;;;;;;;; ;;;;;;;Dep.Bioq.Biol.M.;71,0;71;
C2/336;C;Laboratoris de recerca;Laboratori de receca;;;;;;;;;;;;;;;;;Dep. Geologia;7,0;7;
C2/338;C;Laboratoris de recerca;Laboratori de receca;;;;;;;;;;;;;;;;;Dep. Geologia;9,0;9;
C2/349;C;Laboratoris de recerca;Laboratori 6;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;65,0;65;
C2/351;C;Laboratoris de recerca;Laboratori 5;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;69,0;69;
C2/404;C;Laboratoris de recerca;Laboratori de recerca;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;116,0;116;
C2/409;C;Laboratoris de recerca;Cambra fosca;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;9,0;9;
C2/411;C;Laboratoris de recerca;Laboratori de Recerca;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;7,0;7;
C2/420;C;Laboratoris de recerca;Laboratori de receca;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;26,0;26;
C2/421;C;Laboratoris de recerca;Laboratori;;;;;;;;;; ;;;;;;;Dep.Bioq.Biol.M.;12,0;12;
C2/422;C;Laboratoris de recerca;Laboratori Cambra cultiu ;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;19,0;19;
C2/423-1;C;Laboratoris de recerca;Laboratori de receca;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;40,0;40;
C2/424;C;Laboratoris de recerca;Laboratori de receca;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;17,0;17;
C2/428;C;Laboratoris de recerca;Microscòpia R. Hídriques;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;12,0;12;
C2/430;C;Laboratoris de recerca;Laboratori de receca;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;110,0;110;
C2/431;C;Laboratoris de recerca;Laboratori d`investigació;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;26,0;26;
C2/433.1;C;Laboratoris de recerca;Laboratori de Luminiscència i Espectroscòpia de Biomolécules (LLEB);;;;;;;;;; ;;;;;;;Dep.Bioq.Biol.M.;78,0;78;
C2/433.2;C;Laboratoris de recerca;Laboratori de recerca;;;;;;;;;; ;;;;;;;Dep.Bioq.Biol.M.;7,0;7;
C2/433.3;C;Laboratoris de recerca;Laboratori de recerca;;;;;;;;;; ;;;;;;;Dep.Bioq.Biol.M.;7,0;7;
C2/434;C;Laboratoris de recerca;Laboratori;;;;;;;;;; ;;;;;;;Dep.Biol.A.V.Ec.;17,0;17;
C2/438;C;Laboratoris de recerca;Laboratori de receca;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;7,0;7;
C2/439;C;Laboratoris de recerca;Laboratori de receca;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;8,0;8;
C2/440;C;Laboratoris de recerca;Cambra de cultiu;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;9,0;9;
C2/442;C;Laboratoris de recerca;Laboratori de recerca sala de cultius;;;;;;;;;; ;;;;;;;Dep.Biol.A.V.Ec.;12,0;12;
C3/047;C;Laboratoris de recerca;Laboratori;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;52,0;52;
C3/109;C;Laboratoris de recerca;Laboratori d`investigació;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;32,0;32;
C3/111;C;Laboratoris de recerca;Laboratori d`investigació;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;35,0;35;
C3/113;C;Laboratoris de recerca;Laboratori de recerca;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;9,0;9;
C3/115;C;Laboratoris de recerca;Laboratori de recerca;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;33,0;33;
C3/115-1;C;Laboratoris de recerca;Laboratori;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;28,0;28;
C3/118;C;Laboratoris de recerca;Laboratori de Recerca;;;;;;;;;; ;;;;;;;Dep. Física;25,0;25;
C3/119;C;Laboratoris de recerca;Laboratori de recerca;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;25,0;25;
C3/123;C;Laboratoris de recerca;Laboratori de recerca;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;25,0;25;
C3/127;C;Laboratoris de recerca;Cuina i sala canvis;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;8,0;8;
C3/127-1;C;Laboratoris de recerca;Cuina i sala canvis;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;7,0;7;
C3/127-2;C;Laboratoris de recerca;Cuina i sala canvis;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;12,0;12;
C3/129;C;Laboratoris de recerca;Laboratori;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;14,0;14;
C3/131;C;Laboratoris de recerca;Laboratori d`investigació;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;32,0;32;
C3/-134;C;Laboratoris de recerca;Laboratori d`investigació;;;;;;;;;;;;;;;;;Dep. Física;43,0;43;
C3/-138;C;Laboratoris de recerca;Laboratori d`investigació;;;;;;;;;;;;;;;;;Dep. Física;50,0;50;
C3/-142;C;Laboratoris de recerca;Laboratori d`investigació;;;;;;;;;;;;;;;;;Dep. Física;46,0;46;
C3/209;C;Laboratoris de recerca;Laboratori d`investigació;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;28,0;28;
C3/209-1;C;Laboratoris de recerca;Laboratori;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;19,0;19;
C3/213;C;Laboratoris de recerca;Laboratori d`investigació;;;;;;;;;; ;;;;;;;Dep. Gen.Microb.;76,0;76;
C3/214;C;Laboratoris de recerca;Laboratori d`investigació;;;;;;;;;;;;;;;;;Dep. Física;17,0;17;
C3/218;C;Laboratoris de recerca;Laboratori d`investigació;;;;;;;;;;;;;;;;;Dep. Física;31,0;31;
C3/219;C;Laboratoris de recerca;Sala de radioactivitat;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;19,0;19;
C3/221;C;Laboratoris de recerca;Laboratori Recerca;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;8,0;8;
C3/223;C;Laboratoris de recerca;Laboratori de recerca;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;23,0;23;
C3/224;C;Laboratoris de recerca;Laboratori d`investigació;;;;;;;;;;;;;;;;;Dep. Física;16,0;16;
C3/225;C;Laboratoris de recerca;Cambra 4º;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;8,0;8;
C3/228;C;Laboratoris de recerca;Laboratori d`investigació;;;;;;;;;;;;;;;;;Dep. Física;34,0;34;
C3/231;C;Laboratoris de recerca;Laboratori d`investigació;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;18,0;18;
C3/231-1;C;Laboratoris de recerca;Laboratori;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;17,0;17;
C3/233;C;Laboratoris de recerca;Laboratori d`investigació;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;14,0;14;
C3/235;C;Laboratoris de recerca;Laboratori de recerca;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;17,0;17;
C3/237;C;Laboratoris de recerca;Laboratori d`investigació;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;31,0;31;
C3/241;C;Laboratoris de recerca;Laboratori d`investigació;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;70,0;70;
C3/307-1;C;Laboratoris de recerca;Cambra freda;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;10,0;10;
C3/312;C;Laboratoris de recerca;Laboratori de Recerca;2ª Porta c3/324;;;;;;;;; ;;;;;;;Dep. Física;23,0;23;
C3/313;C;Laboratoris de recerca;Laboratori de receca;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;84,0;84;
C3/314;C;Laboratoris de recerca;Laboratori de Recerca;;;;;;;;;; ;;;;;;;Dep. Física;16,0;16;
C3/315;C;Laboratoris de recerca;Laboratori de recerca P3;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;6,0;6;
C3/316;C;Laboratoris de recerca;Laboratori de Recerca;;;;;;;;;; ;;;;;;;Dep. Física;20,0;20;
C3/317;C;Laboratoris de recerca;Laboratori de recerca P3;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;16,0;16;
C3/317-1;C;Laboratoris de recerca;Motor cambra 4ºC.;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;4,0;4;
C3/320;C;Laboratoris de recerca;Laboratori de Recerca;;;;;;;;;; ;;;;;;;Dep. Física;11,0;11;
C3/322;C;Laboratoris de recerca;Laboratori de Recerca;;;;;;;;;; ;;;;;;;Dep. Física;16,0;16;
C3/327;C;Laboratoris de recerca;Laboratori de recerca;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;69,0;69;
C3/354;C;Laboratoris de recerca;Laboratori de Recerca;2ª porta c3/352;;;;;;;;; ;;;;;;;Dep. Física;109,0;109;
C3/354-2;C;Laboratoris de recerca;Laboratori de Recerca;;;;;;;;;; ;;;;;;;Dep. Física;20,0;20;
C3/409;C;Laboratoris de recerca;Laboratori d`investigació;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;68,0;68;
C3/411;C;Laboratoris de recerca;Laboratori d`investigació;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;45,0;45;
C3/413;C;Laboratoris de recerca;Laboratori;;;;;;;;;; ;;;;;;;Dep. Gen.Microb.;22,0;22;
C3/415;C;Laboratoris de recerca;Laboratori;;;;;;;;;; ;;;;;;;Dep. Gen.Microb.;27,0;27;
C3/417;C;Laboratoris de recerca;Laboratori d`investigació;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;46,0;46;
C3/419;C;Laboratoris de recerca;Laboratori d`investigació;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;52,0;52;
C3/429-1;C;Laboratoris de recerca;Cambra;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;8,0;8;
C3/433;C;Laboratoris de recerca;Electroforesi;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;7,0;7;
C3/435;C;Laboratoris de recerca;Cuina;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;45,0;45;
C3/437;C;Laboratoris de recerca;Cambra de cultiu;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;5,0;5;
C3/439;C;Laboratoris de recerca;Cambra microscòpia i espectre.;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;5,0;5;
C3/441;C;Laboratoris de recerca;Cambra de cultiu;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;5,0;5;
C5B/032.1;C;Laboratoris de recerca;Laboratori;;;;;;;;;; ;;;;;;;Dep.Biol.A.V.Ec.;5,0;5;
C5B/034;C;Laboratoris de recerca;Lab. Recerca CREAF Ecologia;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;36,0;36;
C5B/040;C;Laboratoris de recerca;Laboratori Sòls CREAF Ecologia;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;57,0;57;
C5B/042;C;Laboratoris de recerca;Laboratori d`Aigües;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;20,0;20;
C5B/044;C;Laboratoris de recerca;Digestions àcides;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;20,0;20;
C5B/048;C;Laboratoris de recerca;Laboratori;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;26,0;26;
C5B/052;C;Laboratoris de recerca;Laboratori;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;21,0;21;
C5B/054;C;Laboratoris de recerca;Laboratori;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;11,0;11;
C5B/056;C;Laboratoris de recerca;Laboratori;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;29,0;29;
C5B/-106B;C;Laboratoris de recerca;Laboratori;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;30,0;30;
C5B/-106C;C;Laboratoris de recerca;Laboratori;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;15,0;15;
C5B/-134;C;Laboratoris de recerca;Assecat sols CRAF Ecologia;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;15,0;15;
C5/050;C;Laboratoris de recerca;Laboratori Magnetisme;Segunda puerta C5/048;;;;;;;;; ;;;;;;;Dep. Física;48,0;48;
C5/119;C;Laboratoris de recerca;Laboratori 1;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;48,0;48;
C5/121;C;Laboratoris de recerca;Laboratori 2;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;15,0;15;
C5/123;C;Laboratoris de recerca;Sala de cultius 1;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;15,0;15;
C5/125;C;Laboratoris de recerca;Laboratori 3;;;;;;;;;; ;;;;;;;Dep.Biol.A.V.Ec.;27,0;27;
C5/125L;C;Laboratoris de recerca;Laboratori;;;;;;12;;;; ;;;;;;;Dep.Biol.A.V.Ec.;27,0;27;
C5/127;C;Laboratoris de recerca;Laboratori 4;;;;;;;;;; ;;;;;;;Dep.Biol.A.V.Ec.;7,0;7;
C5/127L;C;Laboratoris de recerca;Laboratori;;;;;;2;;;; ;;;;;;;Dep.Biol.A.V.Ec.;7,0;7;
C5/128;C;Laboratoris de recerca;Laboratori de Recerca (Aula Informatica);;;;;;;;;; ;;;;;;;Dep. Física;18,0;18;
C5/129;C;Laboratoris de recerca;Laboratori 5;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;9,0;9;
C5/131;C;Laboratoris de recerca;Sala de Cultiu;;;;;;;;;; ;;;;;;;Dep.Biol.A.V.Ec.;14,0;14;
C5/131L;C;Laboratoris de recerca;Laboratori;;;;;;5;;;; ;;;;;;;Dep.Biol.A.V.Ec.;14,0;14;
C5/132;C;Laboratoris de recerca;Lab. de Recerca;;;;;;;;;; ;;;;;;;Dep. Física;12,0;12;
C5/134;C;Laboratoris de recerca;Laboratori de Recerca;;;;;;;;;; ;;;;;;;Dep. Física;12,0;12;
C5/136;C;Laboratoris de recerca;Laboratori de Recerca;;;;;;;;;; ;;;;;;;Dep. Física;17,0;17;
C5/139;C;Laboratoris de recerca;Sala de microscopis;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;24,0;24;
C5/304;C;Laboratoris de recerca;Laboratori Docent 5;;;;;;;;;; ;;;;;;;Fac. Ciències;42,0;84;
;;;;;;;;;;;;;;;;;;;;Dep. Física;42,0;;
C5/304-1;C;Laboratoris de recerca;Laboratori de Recerca;;;;;;;;;; ;;;;;;;Dep. Física;11,0;11;
C5/306;C;Laboratoris de recerca;Laboratori de recerca;;;;;;;;;;;;;;;;;Dep. Física;54,0;54;
C5/306-2;C;Laboratoris de recerca;Laboratori de recerca;;;;;;;;;; ;;;;;;;Dep. Física;11,0;11;
C5/341-1;C;Laboratoris de recerca;Laboratori;;;;;;;;;; ;;;;;;;ICTA;12,0;12;
C5/341.1;C;Laboratoris de recerca;Laboratori Recerca;;;;;;;;;; ;;;;;;;Facultat de Biociències;12,0;12;
C5/414;C;Laboratoris de recerca;Laboratori làser;;;;;;;;;;;;;;;;;Dep. Física;35,0;35;
C7/003.1;C;Laboratoris de recerca;Lab. Espectroscòpia Molecular (LEM);;;;;;;;;; ;;;;;;;Fac. Ciències;15,0;15;
C7/011;C;Laboratoris de recerca;Laboratori de Recerca;;;;;;;;;; ;;;;;;;Dep. Química;12,0;12;
C7/011-1;C;Laboratoris de recerca;Laboratori amb neveres Q Organica;;;;;;;;;; ;;;;;;;Dep. Química;15,0;15;
C7/011-2;C;Laboratoris de recerca;Laboratori de Fotolisi;;;;;;;;;; ;;;;;;;Dep. Química;23,0;23;
C7/013-1;C;Laboratoris de recerca;Sala Blanca;;;;;;;;;;;;;;;;;Dep. Química;11,0;11;
C7/013-2;C;Laboratoris de recerca;Laboratori ICP-MS;;;;;;;;;; ;;;;;;;Dep. Química;23,0;23;
C7/016;C;Laboratoris de recerca;Laboratori de Recerca;;;;;;;;;; ;;;;;;;Dep. Química;20,0;20;
C7/017;C;Laboratoris de recerca;Servei d`Anàlisi Químic;Porta interior C7/013-3, c7/013-4,  2ª Porta C7/015;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;84,0;84;
C7/017-3;C;Laboratoris de recerca;Laboratori ICP-OES;;;;;;;;;; ;;;;;;;Adm. Ciències i Biociències;14,0;14;
C7/019;C;Laboratoris de recerca;Laboratori de Preparació;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;13,0;13;
C7/019A;C;Laboratoris de recerca;Laboratori de Preparació EAt;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;12,0;12;
C7/019B;C;Laboratoris de recerca;Entrada a AE/Balances;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;13,0;13;
C7/034;C;Laboratoris de recerca;Enzims i separacions;;;;;;;;;;;;;;;;;Fac. Ciències;36,0;36;
C7/036;C;Laboratoris de recerca;Laboratori tractament d`aigua;;;;;;;;;;;;;;;;;Fac. Ciències;42,0;42;
C7/042;C;Laboratoris de recerca;Laboratori Melissa;;;;;;;;;;;;;;;;;Fac. Ciències;37,0;37;
C7/048;C;Laboratoris de recerca;Laboratori Serveis;;;;;;;;;;;;;;;;;Fac. Ciències;38,0;38;
C7/052;C;Laboratoris de recerca;Laboratori de recerca;;;;;;;;;;;;;;;;;Fac. Ciències;22,0;22;
C7/054;C;Laboratoris de recerca;Laboratori d`Anàlisis;;;;;;;;;;;;;;;;;Fac. Ciències;41,0;41;
C7/-104;C;Laboratoris de recerca;Laboratori;;;;;;;;;; ;;;;;;;ICTA;18,0;18;
C7/-108;C;Laboratoris de recerca;Laboratori de recerca;;;;;;;;;;;;;;;;;Fac. Ciències;26,0;26;
C7/-108-1;C;Laboratoris de recerca;Laboratori de receca;;;;;;;;;;;;;;;;;Fac. Ciències;3,0;3;
C7/-112;C;Laboratoris de recerca;Fermentacions II;;;;;;;;;;;;;;;;;Fac. Ciències;35,0;35;
